Student ID,Gender,Age,Current Course,Marks,Absences,Study Hours,Career Interest Level,Career Choice,Soft Skills,Languages Spoken
2986,Male,19,Economy,82,1,19,1,Medical Doctor,Leadership,English
2987,Male,18,Technology,92,1,12,4,Arts,Empathy,Chinese
2988,Male,21,Arts,91,2,22,7,Arts,Teamwork,French
2989,Female,20,Economy,94,4,10,2,Medical Doctor,Communication,Chinese
2990,Male,19,Arts,42,1,18,7,Arts,Adaptability,English
2991,Male,21,Science,77,3,11,4,Policy,Adaptability,English
2992,Female,24,Literature,86,3,11,1,Computer Science,Empathy,Chinese
2993,Male,18,Science,97,1,29,5,Accountancy,Adaptability,Chinese
2994,Female,23,Technology,86,1,24,1,Medical Doctor,Analytical,English
2995,Male,22,Arts,75,4,17,6,Project Management,Negotiation,French
2996,Male,19,Arts,44,5,24,9,Policy,Communication,Spanish
2997,Male,24,Economy,53,1,28,4,Law,Empathy,German
2998,Female,24,Arts,60,4,26,5,Medical Doctor,Patience,Chinese
2999,Female,18,Science,73,1,29,10,Law,Negotiation,Chinese
3000,Female,22,Economy,63,2,16,9,Policy,Communication,German
3001,Male,18,Arts,77,4,25,6,Law,Empathy,French
3002,Female,23,Literature,77,3,30,4,Medical Doctor,Leadership,French
3003,Female,21,Science,49,5,23,1,Law,Analytical,French
3004,Female,24,Science,48,5,18,2,Medical Doctor,Analytical,German
3005,Male,21,Science,90,1,14,4,Medical Doctor,Problem-solving,Chinese
3006,Male,21,Economy,94,4,16,9,Accountancy,Problem-solving,French
3007,Male,22,Literature,80,5,16,2,Medical Doctor,Leadership,English
3008,Female,22,Technology,90,0,16,4,Education,Critical Thinking,German
3009,Male,21,Arts,77,4,27,2,Project Management,Patience,Spanish
3010,Male,18,Technology,83,2,27,4,Project Management,Empathy,Chinese
3011,Female,21,Technology,58,1,13,6,Arts,Critical Thinking,Spanish
3012,Male,18,Arts,77,3,19,3,Arts,Teamwork,English
3013,Male,24,Literature,63,5,11,9,Medical Doctor,Communication,German
3014,Male,18,Arts,71,5,25,9,Arts,Leadership,Spanish
3015,Female,24,Science,80,1,17,8,Arts,Patience,Spanish
3016,Male,23,Economy,56,5,21,2,Project Management,Critical Thinking,English
3017,Female,23,Economy,86,0,14,7,Computer Science,Teamwork,Spanish
3018,Male,21,Arts,81,5,16,7,Policy,Communication,French
3019,Female,22,Literature,40,1,19,6,Computer Science,Decision-making,Chinese
3020,Male,19,Arts,64,1,14,6,Medical Doctor,Decision-making,German
3021,Male,20,Literature,43,3,15,6,Policy,Negotiation,English
3022,Male,19,Economy,61,5,22,2,Medical Doctor,Research,German
3023,Female,23,Technology,83,2,27,5,Law,Critical Thinking,English
3024,Female,22,Technology,58,2,16,3,Project Management,Empathy,Chinese
3025,Male,18,Literature,80,1,19,10,Law,Communication,Chinese
3026,Female,22,Science,42,3,19,9,Computer Science,Creativity,Spanish
3027,Female,21,Technology,59,0,25,2,Medical Doctor,Research,Chinese
3028,Female,20,Arts,70,2,23,10,Education,Adaptability,English
3029,Female,20,Literature,98,4,23,6,Accountancy,Analytical,English
3030,Male,23,Science,47,1,23,4,Policy,Creativity,German
3031,Male,22,Literature,57,0,18,9,Accountancy,Critical Thinking,French
3032,Female,19,Literature,70,5,16,8,Project Management,Teamwork,French
3033,Male,23,Economy,49,0,16,9,Medical Doctor,Patience,German
3034,Female,20,Economy,100,1,16,10,Project Management,Negotiation,Spanish
3035,Female,18,Technology,58,3,22,2,Project Management,Empathy,German
3036,Female,19,Technology,51,5,23,9,Law,Problem-solving,French
3037,Female,24,Literature,42,0,10,5,Law,Negotiation,French
3038,Male,21,Science,70,0,25,4,Education,Analytical,German
3039,Female,19,Arts,65,1,28,9,Medical Doctor,Research,Chinese
3040,Female,18,Economy,97,1,23,5,Law,Critical Thinking,French
3041,Male,19,Arts,49,0,30,3,Policy,Analytical,French
3042,Male,24,Economy,99,4,15,2,Project Management,Creativity,English
3043,Female,19,Literature,56,3,27,2,Medical Doctor,Adaptability,French
3044,Male,23,Technology,92,2,13,9,Medical Doctor,Leadership,Spanish
3045,Male,19,Technology,91,0,14,6,Computer Science,Patience,Chinese
3046,Male,19,Science,81,4,26,5,Policy,Patience,French
3047,Female,18,Literature,57,3,30,1,Policy,Negotiation,Spanish
3048,Male,18,Arts,92,3,27,4,Accountancy,Adaptability,Chinese
3049,Male,19,Literature,86,5,11,8,Computer Science,Patience,French
3050,Female,22,Literature,82,1,28,4,Arts,Communication,English
3051,Female,22,Literature,84,0,12,3,Law,Negotiation,Spanish
3052,Female,23,Economy,62,0,26,4,Law,Adaptability,Chinese
3053,Female,18,Arts,79,1,29,3,Medical Doctor,Leadership,French
3054,Female,19,Science,53,5,23,5,Medical Doctor,Decision-making,English
3055,Male,20,Science,44,4,26,5,Medical Doctor,Patience,French
3056,Male,18,Science,51,1,29,7,Policy,Time Management,English
3057,Female,21,Literature,82,3,14,7,Accountancy,Communication,Spanish
3058,Female,23,Economy,57,5,13,9,Education,Creativity,French
3059,Female,18,Science,94,2,12,4,Accountancy,Creativity,French
3060,Male,20,Science,89,1,10,1,Medical Doctor,Decision-making,Chinese
3061,Female,23,Arts,87,3,24,3,Accountancy,Teamwork,Spanish
3062,Male,20,Economy,93,5,15,6,Policy,Leadership,English
3063,Female,23,Arts,86,3,28,7,Accountancy,Creativity,French
3064,Female,24,Arts,70,0,17,7,Medical Doctor,Patience,German
3065,Male,23,Arts,91,4,30,2,Medical Doctor,Patience,Chinese
3066,Male,20,Literature,94,4,29,9,Law,Research,English
3067,Female,24,Technology,67,4,15,4,Education,Negotiation,Chinese
3068,Female,20,Arts,79,3,29,2,Policy,Negotiation,German
3069,Male,21,Technology,43,4,26,5,Policy,Creativity,English
3070,Female,20,Technology,59,4,11,10,Computer Science,Decision-making,English
3071,Male,23,Science,64,1,19,9,Education,Critical Thinking,French
3072,Male,21,Technology,56,4,28,4,Accountancy,Leadership,German
3073,Female,21,Literature,50,1,12,6,Arts,Research,Chinese
3074,Male,19,Science,60,1,10,4,Arts,Research,Spanish
3075,Male,19,Literature,57,4,10,1,Education,Decision-making,Chinese
3076,Female,21,Economy,98,3,17,5,Policy,Decision-making,French
3077,Female,20,Literature,95,5,15,6,Education,Leadership,Spanish
3078,Male,23,Arts,65,0,24,8,Computer Science,Communication,Chinese
3079,Male,22,Literature,60,3,13,3,Arts,Teamwork,Spanish
3080,Male,21,Science,49,4,24,4,Computer Science,Creativity,English
3081,Male,18,Arts,95,2,19,7,Medical Doctor,Communication,Chinese
3082,Female,21,Arts,51,1,16,9,Computer Science,Negotiation,Spanish
3083,Female,20,Technology,53,4,18,3,Medical Doctor,Leadership,French
3084,Female,22,Literature,60,5,17,6,Medical Doctor,Leadership,Spanish
3085,Female,22,Science,82,1,17,8,Computer Science,Negotiation,French
3086,Female,20,Economy,54,0,17,1,Computer Science,Problem-solving,Chinese
3087,Female,20,Science,74,1,29,4,Policy,Analytical,Spanish
3088,Female,23,Science,97,5,23,7,Project Management,Research,English
3089,Female,20,Literature,72,2,28,4,Law,Analytical,Chinese
3090,Female,22,Arts,43,0,22,1,Project Management,Decision-making,English
3091,Female,24,Literature,50,5,27,8,Medical Doctor,Problem-solving,German
3092,Male,22,Economy,46,3,20,8,Project Management,Research,French
3093,Male,21,Economy,64,2,16,7,Project Management,Empathy,German
3094,Female,18,Arts,70,3,10,10,Accountancy,Research,Spanish
3095,Male,19,Technology,67,5,17,10,Law,Patience,Spanish
3096,Male,23,Literature,59,4,27,3,Arts,Time Management,German
3097,Female,24,Literature,99,4,26,8,Arts,Empathy,Spanish
3098,Male,20,Literature,96,3,21,5,Arts,Negotiation,French
3099,Female,18,Economy,48,5,30,3,Computer Science,Decision-making,Spanish
3100,Male,22,Literature,41,1,17,9,Medical Doctor,Decision-making,Chinese
3101,Male,22,Literature,59,1,23,10,Education,Analytical,French
3102,Female,20,Arts,64,3,19,8,Arts,Teamwork,Chinese
3103,Female,20,Literature,97,0,15,4,Education,Analytical,German
3104,Female,20,Literature,94,2,24,8,Education,Patience,German
3105,Female,21,Arts,71,5,18,2,Policy,Adaptability,Spanish
3106,Male,20,Technology,50,4,27,6,Accountancy,Leadership,French
3107,Male,24,Literature,66,4,19,9,Arts,Problem-solving,German
3108,Male,23,Literature,66,5,24,6,Education,Leadership,German
3109,Female,19,Technology,94,2,20,10,Policy,Negotiation,German
3110,Male,21,Literature,68,4,28,1,Policy,Teamwork,Spanish
3111,Male,23,Literature,56,2,16,6,Arts,Teamwork,German
3112,Female,21,Literature,86,5,26,6,Project Management,Analytical,Spanish
3113,Male,22,Economy,93,5,21,7,Project Management,Decision-making,Chinese
3114,Female,18,Science,43,0,10,6,Education,Communication,French
3115,Male,19,Science,72,3,16,7,Policy,Communication,Chinese
3116,Female,24,Arts,99,1,30,5,Medical Doctor,Creativity,Spanish
3117,Female,18,Science,81,3,23,10,Project Management,Decision-making,German
3118,Male,22,Science,89,5,18,10,Education,Communication,French
3119,Male,24,Economy,70,1,25,1,Accountancy,Patience,Chinese
3120,Male,22,Economy,98,2,24,10,Accountancy,Teamwork,English
3121,Male,21,Arts,80,3,20,4,Medical Doctor,Leadership,Spanish
3122,Male,20,Economy,65,1,18,1,Arts,Negotiation,English
3123,Male,23,Science,56,4,19,7,Computer Science,Time Management,English
3124,Female,18,Economy,87,2,19,2,Arts,Patience,English
3125,Male,23,Literature,57,3,16,6,Arts,Decision-making,English
3126,Male,20,Arts,53,3,23,10,Policy,Critical Thinking,French
3127,Female,18,Technology,58,5,12,1,Policy,Leadership,English
3128,Male,21,Economy,43,1,26,6,Medical Doctor,Critical Thinking,French
3129,Female,23,Arts,86,4,20,4,Law,Negotiation,French
3130,Male,24,Arts,47,4,22,10,Law,Empathy,English
3131,Female,20,Science,91,5,13,7,Computer Science,Negotiation,English
3132,Male,19,Literature,46,5,10,3,Project Management,Teamwork,Chinese
3133,Male,23,Science,95,5,17,1,Policy,Problem-solving,French
3134,Female,23,Technology,62,5,26,7,Education,Critical Thinking,German
3135,Male,20,Technology,65,3,30,8,Project Management,Decision-making,English
3136,Female,22,Science,53,4,14,5,Policy,Teamwork,English
3137,Female,19,Arts,99,3,19,1,Policy,Problem-solving,Chinese
3138,Male,20,Economy,81,4,30,3,Education,Research,Spanish
3139,Male,22,Technology,90,0,14,2,Arts,Patience,English
3140,Female,24,Arts,49,0,15,7,Education,Time Management,French
3141,Male,24,Economy,43,1,14,7,Policy,Time Management,Chinese
3142,Male,19,Economy,99,2,19,10,Computer Science,Teamwork,German
3143,Female,18,Arts,81,4,22,10,Arts,Communication,Chinese
3144,Male,23,Technology,97,1,17,2,Policy,Empathy,French
3145,Female,20,Technology,51,3,22,1,Education,Critical Thinking,French
3146,Female,22,Literature,74,3,15,8,Education,Analytical,French
3147,Female,23,Science,51,0,13,4,Law,Problem-solving,English
3148,Male,23,Science,85,1,30,5,Project Management,Creativity,English
3149,Male,20,Science,64,3,25,5,Policy,Time Management,German
3150,Male,18,Literature,66,2,24,3,Project Management,Patience,English
3151,Male,24,Economy,90,3,26,10,Law,Patience,French
3152,Male,20,Arts,69,0,18,2,Project Management,Analytical,Spanish
3153,Male,18,Science,47,0,21,2,Education,Empathy,French
3154,Female,23,Economy,96,0,25,10,Accountancy,Analytical,French
3155,Male,19,Technology,60,1,18,10,Computer Science,Adaptability,Spanish
3156,Female,21,Science,54,2,23,4,Education,Patience,Spanish
3157,Female,21,Economy,63,5,27,4,Accountancy,Patience,Chinese
3158,Female,22,Literature,88,0,20,7,Law,Negotiation,German
3159,Male,24,Science,56,4,19,6,Arts,Negotiation,English
3160,Female,23,Economy,65,5,21,2,Medical Doctor,Decision-making,French
3161,Female,21,Technology,55,1,10,8,Project Management,Time Management,Spanish
3162,Male,21,Science,68,3,12,9,Medical Doctor,Teamwork,Spanish
3163,Female,20,Arts,58,1,27,1,Arts,Adaptability,French
3164,Female,23,Arts,78,0,27,6,Medical Doctor,Teamwork,Spanish
3165,Female,21,Arts,49,3,25,1,Arts,Analytical,German
3166,Female,19,Arts,73,0,22,10,Education,Teamwork,Spanish
3167,Male,24,Technology,55,2,20,6,Computer Science,Decision-making,French
3168,Female,23,Technology,89,1,10,3,Education,Time Management,Spanish
3169,Male,22,Literature,54,2,30,2,Accountancy,Problem-solving,French
3170,Female,18,Science,64,5,13,2,Arts,Time Management,English
3171,Male,18,Economy,68,4,11,5,Law,Analytical,English
3172,Female,24,Technology,79,4,30,7,Accountancy,Problem-solving,German
3173,Male,20,Science,84,1,16,8,Medical Doctor,Analytical,Spanish
3174,Female,21,Literature,74,3,30,1,Computer Science,Patience,Chinese
3175,Male,22,Literature,97,3,25,9,Policy,Decision-making,German
3176,Female,23,Economy,89,0,13,7,Arts,Adaptability,French
3177,Male,19,Technology,62,5,17,8,Medical Doctor,Problem-solving,English
3178,Male,23,Science,69,3,30,6,Computer Science,Critical Thinking,French
3179,Male,21,Technology,89,1,12,9,Education,Leadership,English
3180,Male,18,Economy,60,2,24,8,Accountancy,Patience,French
3181,Male,22,Economy,74,1,16,1,Computer Science,Time Management,Chinese
3182,Male,20,Literature,78,4,15,10,Medical Doctor,Teamwork,Spanish
3183,Female,23,Economy,61,4,27,8,Policy,Research,German
3184,Male,24,Economy,66,2,20,1,Law,Creativity,English
3185,Male,22,Technology,48,1,28,7,Medical Doctor,Adaptability,English
3186,Female,19,Literature,45,3,26,9,Arts,Leadership,German
3187,Male,21,Arts,50,0,22,9,Project Management,Problem-solving,German
3188,Female,19,Science,60,3,27,2,Law,Problem-solving,English
3189,Female,24,Science,79,5,28,7,Accountancy,Communication,Chinese
3190,Male,24,Arts,72,4,24,3,Arts,Adaptability,Spanish
3191,Male,18,Literature,45,3,12,4,Project Management,Communication,Spanish
3192,Female,18,Literature,44,0,10,10,Computer Science,Leadership,Chinese
3193,Female,18,Economy,58,5,22,9,Accountancy,Patience,French
3194,Female,23,Arts,42,4,13,8,Arts,Leadership,Spanish
3195,Female,21,Technology,80,2,30,7,Project Management,Empathy,English
3196,Male,22,Literature,63,2,13,2,Computer Science,Problem-solving,French
3197,Male,20,Technology,77,3,15,2,Medical Doctor,Analytical,Chinese
3198,Male,23,Literature,95,0,21,10,Policy,Empathy,Chinese
3199,Male,19,Economy,57,4,12,6,Education,Adaptability,Spanish
3200,Female,23,Arts,85,0,28,10,Policy,Adaptability,German
3201,Female,21,Economy,70,5,24,10,Medical Doctor,Critical Thinking,Spanish
3202,Male,21,Arts,90,3,29,10,Law,Time Management,English
3203,Male,20,Arts,71,0,24,9,Law,Problem-solving,Chinese
3204,Male,19,Technology,56,4,23,7,Education,Analytical,English
3205,Male,24,Literature,50,3,17,6,Project Management,Research,German
3206,Male,23,Science,45,3,16,5,Arts,Decision-making,English
3207,Female,22,Literature,96,4,20,6,Project Management,Critical Thinking,Spanish
3208,Male,18,Arts,68,2,19,5,Project Management,Analytical,Spanish
3209,Male,20,Arts,93,1,13,7,Education,Research,German
3210,Male,23,Economy,80,4,26,3,Law,Research,Chinese
3211,Male,18,Technology,68,0,17,2,Medical Doctor,Leadership,English
3212,Male,18,Literature,89,4,25,10,Law,Research,English
3213,Female,20,Science,45,5,13,4,Policy,Decision-making,Chinese
3214,Male,22,Technology,70,3,20,5,Education,Patience,English
3215,Male,21,Literature,63,0,17,2,Arts,Communication,Spanish
3216,Male,23,Economy,61,2,21,9,Education,Communication,English
3217,Female,18,Technology,67,3,28,8,Project Management,Communication,Spanish
3218,Male,22,Economy,65,1,13,6,Computer Science,Negotiation,English
3219,Male,23,Science,53,3,26,8,Computer Science,Decision-making,German
3220,Male,20,Literature,42,4,24,4,Accountancy,Patience,English
3221,Male,18,Science,98,3,17,9,Accountancy,Adaptability,English
3222,Male,20,Economy,96,2,28,2,Medical Doctor,Problem-solving,Chinese
3223,Male,23,Arts,92,3,10,6,Accountancy,Decision-making,French
3224,Male,21,Science,88,2,26,3,Accountancy,Creativity,English
3225,Male,18,Economy,51,1,26,8,Education,Time Management,Chinese
3226,Male,18,Arts,50,2,22,4,Arts,Problem-solving,English
3227,Female,23,Literature,91,2,17,7,Medical Doctor,Time Management,English
3228,Male,23,Literature,91,1,19,9,Law,Empathy,Spanish
3229,Female,20,Literature,96,1,23,4,Computer Science,Communication,Spanish
3230,Female,24,Arts,84,0,21,4,Medical Doctor,Adaptability,German
3231,Male,22,Science,97,3,27,5,Medical Doctor,Decision-making,English
3232,Female,23,Economy,83,0,11,2,Accountancy,Time Management,English
3233,Female,19,Technology,62,2,17,10,Policy,Empathy,English
3234,Male,24,Science,52,5,10,9,Education,Empathy,English
3235,Female,24,Technology,69,1,24,9,Accountancy,Critical Thinking,Chinese
3236,Male,20,Arts,61,2,30,10,Arts,Time Management,French
3237,Female,23,Technology,83,5,12,6,Law,Creativity,Chinese
3238,Female,18,Science,98,2,28,1,Medical Doctor,Critical Thinking,French
3239,Male,19,Arts,61,1,20,4,Education,Time Management,English
3240,Male,18,Science,63,4,19,10,Arts,Communication,German
3241,Female,23,Literature,79,2,27,10,Law,Leadership,Chinese
3242,Male,24,Economy,66,3,12,8,Education,Critical Thinking,Spanish
3243,Male,19,Science,71,0,16,9,Education,Adaptability,French
3244,Male,18,Science,45,3,15,9,Education,Empathy,Spanish
3245,Male,20,Technology,78,5,27,3,Law,Communication,English
3246,Female,20,Economy,75,5,24,1,Computer Science,Negotiation,French
3247,Female,22,Literature,54,5,29,8,Medical Doctor,Decision-making,Chinese
3248,Male,23,Science,60,4,18,6,Accountancy,Creativity,German
3249,Female,22,Literature,89,5,10,5,Policy,Creativity,Chinese
3250,Male,24,Arts,89,0,13,4,Project Management,Creativity,Chinese
3251,Female,20,Science,66,0,20,4,Medical Doctor,Negotiation,English
3252,Female,18,Technology,64,4,18,4,Accountancy,Problem-solving,French
3253,Female,24,Economy,84,2,30,8,Accountancy,Critical Thinking,French
3254,Male,19,Literature,88,4,11,8,Education,Critical Thinking,French
3255,Male,20,Economy,61,2,27,9,Education,Research,German
3256,Male,21,Science,96,3,15,5,Arts,Research,German
3257,Male,21,Technology,95,2,18,7,Law,Decision-making,English
3258,Female,22,Arts,70,0,21,10,Medical Doctor,Problem-solving,Chinese
3259,Male,19,Science,88,3,25,3,Policy,Critical Thinking,Chinese
3260,Female,21,Arts,66,1,10,9,Law,Adaptability,English
3261,Male,21,Arts,52,1,27,1,Accountancy,Communication,English
3262,Male,24,Economy,57,4,30,1,Education,Patience,French
3263,Male,20,Economy,84,4,28,9,Policy,Leadership,Spanish
3264,Female,22,Arts,90,2,10,5,Computer Science,Analytical,English
3265,Female,19,Economy,64,4,24,3,Arts,Critical Thinking,Chinese
3266,Male,23,Economy,99,1,19,1,Arts,Negotiation,English
3267,Female,24,Literature,57,2,26,4,Project Management,Research,English
3268,Female,21,Literature,76,4,22,8,Project Management,Problem-solving,French
3269,Male,22,Literature,51,5,15,2,Medical Doctor,Analytical,English
3270,Male,18,Economy,48,2,14,3,Computer Science,Research,German
3271,Female,22,Arts,48,2,24,7,Law,Teamwork,Spanish
3272,Female,20,Science,83,0,29,6,Medical Doctor,Problem-solving,German
3273,Female,18,Economy,91,4,15,7,Computer Science,Research,Spanish
3274,Female,20,Arts,98,5,13,7,Project Management,Empathy,French
3275,Male,24,Science,80,5,18,2,Project Management,Adaptability,Spanish
3276,Male,19,Literature,55,5,17,6,Law,Teamwork,Spanish
3277,Male,23,Economy,54,4,12,3,Law,Negotiation,German
3278,Female,22,Science,78,0,17,1,Education,Empathy,French
3279,Female,19,Technology,77,1,23,10,Policy,Analytical,Spanish
3280,Female,22,Technology,61,5,19,2,Law,Decision-making,Chinese
3281,Female,18,Science,90,5,12,6,Arts,Research,Chinese
3282,Female,24,Economy,54,3,17,2,Education,Creativity,English
3283,Male,19,Science,94,1,28,4,Policy,Leadership,German
3284,Female,22,Science,42,2,20,9,Project Management,Problem-solving,Spanish
3285,Male,22,Economy,42,2,10,5,Computer Science,Adaptability,Spanish
3286,Male,20,Science,99,3,20,3,Medical Doctor,Communication,French
3287,Male,18,Technology,96,1,22,8,Computer Science,Problem-solving,German
3288,Female,20,Arts,40,4,21,7,Arts,Empathy,Spanish
3289,Female,19,Economy,100,1,22,10,Project Management,Decision-making,French
3290,Female,23,Science,80,5,26,6,Arts,Research,German
3291,Male,23,Economy,90,4,17,2,Medical Doctor,Analytical,Chinese
3292,Male,24,Technology,65,4,21,3,Policy,Analytical,English
3293,Male,18,Economy,61,1,10,8,Education,Empathy,German
3294,Male,22,Science,63,2,29,1,Medical Doctor,Leadership,French
3295,Male,22,Literature,68,2,24,6,Arts,Leadership,French
3296,Male,18,Economy,90,5,20,4,Computer Science,Teamwork,German
3297,Male,24,Economy,81,5,29,10,Computer Science,Empathy,Spanish
3298,Female,18,Literature,96,1,29,9,Accountancy,Problem-solving,French
3299,Female,19,Technology,90,4,20,10,Project Management,Creativity,Chinese
3300,Female,18,Arts,53,3,15,6,Education,Creativity,Spanish
3301,Female,21,Science,95,5,24,7,Project Management,Creativity,French
3302,Female,23,Economy,77,0,23,7,Policy,Communication,Spanish
3303,Male,23,Technology,83,5,19,9,Accountancy,Decision-making,English
3304,Female,19,Literature,89,3,21,8,Arts,Negotiation,French
3305,Female,24,Literature,96,1,24,7,Project Management,Decision-making,Spanish
3306,Female,18,Technology,81,3,11,4,Project Management,Creativity,Spanish
3307,Male,18,Economy,43,3,19,4,Policy,Decision-making,German
3308,Male,20,Economy,70,5,28,1,Arts,Leadership,Chinese
3309,Male,19,Technology,77,1,16,3,Policy,Time Management,German
3310,Female,19,Science,73,1,28,1,Arts,Creativity,Chinese
3311,Male,19,Technology,73,2,10,7,Accountancy,Decision-making,English
3312,Male,18,Technology,55,2,26,3,Arts,Patience,German
3313,Female,18,Economy,72,0,14,9,Education,Empathy,French
3314,Male,24,Literature,93,4,25,1,Arts,Patience,Spanish
3315,Female,23,Technology,89,0,29,2,Arts,Problem-solving,German
3316,Female,22,Economy,54,1,25,9,Policy,Patience,French
3317,Male,20,Arts,83,1,19,2,Policy,Time Management,Chinese
3318,Female,23,Technology,48,2,30,9,Law,Time Management,English
3319,Male,23,Technology,73,3,14,3,Policy,Adaptability,Spanish
3320,Male,23,Science,98,5,16,1,Computer Science,Leadership,German
3321,Female,21,Economy,59,0,24,2,Medical Doctor,Problem-solving,German
3322,Male,19,Literature,71,5,12,8,Medical Doctor,Analytical,Chinese
3323,Female,23,Science,83,4,21,5,Policy,Decision-making,French
3324,Male,19,Arts,85,5,11,8,Law,Empathy,Chinese
3325,Female,21,Literature,89,4,24,5,Medical Doctor,Research,English
3326,Male,21,Science,82,4,24,1,Education,Critical Thinking,German
3327,Female,19,Literature,58,5,21,2,Accountancy,Patience,English
3328,Male,20,Literature,88,0,11,6,Law,Patience,French
3329,Male,19,Economy,79,0,13,3,Education,Time Management,English
3330,Female,20,Technology,88,4,11,1,Computer Science,Patience,Spanish
3331,Female,22,Arts,63,3,22,6,Policy,Adaptability,Chinese
3332,Female,20,Science,91,3,16,6,Education,Research,Spanish
3333,Male,19,Arts,69,1,26,8,Computer Science,Empathy,French
3334,Female,20,Literature,85,4,18,3,Project Management,Empathy,Chinese
3335,Female,22,Arts,46,2,17,7,Project Management,Analytical,Chinese
3336,Male,22,Economy,87,2,22,7,Medical Doctor,Teamwork,German
3337,Male,21,Arts,43,3,15,1,Arts,Problem-solving,Chinese
3338,Male,23,Economy,55,5,17,8,Education,Adaptability,French
3339,Male,20,Science,45,5,18,9,Education,Negotiation,English
3340,Female,23,Arts,55,4,30,6,Medical Doctor,Problem-solving,German
3341,Male,22,Technology,70,0,15,5,Law,Research,German
3342,Male,23,Science,56,1,30,7,Policy,Creativity,English
3343,Male,20,Literature,73,3,17,3,Project Management,Adaptability,English
3344,Female,19,Science,52,1,16,7,Medical Doctor,Empathy,Chinese
3345,Male,22,Literature,42,1,23,7,Policy,Teamwork,French
3346,Male,22,Science,55,5,25,2,Policy,Time Management,French
3347,Female,20,Science,54,3,16,8,Education,Critical Thinking,Chinese
3348,Female,20,Arts,99,3,30,7,Project Management,Time Management,Spanish
3349,Female,22,Economy,92,0,16,2,Computer Science,Empathy,Spanish
3350,Female,24,Science,92,2,27,10,Law,Critical Thinking,French
3351,Female,18,Arts,82,2,19,9,Education,Negotiation,German
3352,Female,24,Technology,66,0,24,4,Project Management,Critical Thinking,French
3353,Female,18,Literature,55,5,13,3,Policy,Negotiation,French
3354,Male,20,Arts,57,2,15,2,Education,Research,English
3355,Female,23,Economy,71,5,12,6,Accountancy,Empathy,French
3356,Female,20,Arts,94,0,16,8,Computer Science,Negotiation,Chinese
3357,Female,20,Literature,45,1,24,10,Project Management,Creativity,German
3358,Female,24,Economy,86,4,27,2,Project Management,Decision-making,German
3359,Female,22,Science,95,1,22,8,Medical Doctor,Analytical,German
3360,Female,18,Technology,69,1,22,5,Accountancy,Empathy,Chinese
3361,Female,21,Science,69,2,19,3,Education,Communication,German
3362,Male,23,Science,94,1,25,4,Computer Science,Analytical,French
3363,Male,22,Arts,42,4,26,4,Medical Doctor,Time Management,French
3364,Male,20,Science,41,3,13,6,Education,Problem-solving,Spanish
3365,Male,18,Science,74,1,27,8,Arts,Creativity,Spanish
3366,Male,20,Economy,60,2,30,3,Arts,Communication,Chinese
3367,Male,24,Technology,57,2,14,2,Education,Problem-solving,English
3368,Female,23,Arts,62,3,26,2,Project Management,Empathy,Chinese
3369,Male,24,Economy,88,2,30,7,Computer Science,Time Management,German
3370,Female,20,Arts,64,4,15,4,Law,Teamwork,French
3371,Female,24,Literature,74,5,19,4,Accountancy,Research,Spanish
3372,Male,24,Arts,52,0,23,7,Accountancy,Patience,Chinese
3373,Male,18,Economy,73,2,18,9,Education,Analytical,Spanish
3374,Female,19,Economy,82,5,10,1,Law,Adaptability,French
3375,Female,20,Arts,55,0,25,8,Arts,Empathy,English
3376,Male,18,Economy,93,0,23,7,Law,Leadership,French
3377,Male,22,Literature,83,2,11,7,Project Management,Patience,German
3378,Male,21,Literature,45,1,23,1,Education,Teamwork,French
3379,Female,21,Technology,100,3,18,1,Policy,Problem-solving,English
3380,Male,21,Arts,90,4,28,10,Computer Science,Analytical,French
3381,Male,22,Science,45,4,30,1,Project Management,Negotiation,English
3382,Female,18,Technology,98,5,11,6,Accountancy,Negotiation,Spanish
3383,Female,21,Economy,67,4,25,7,Computer Science,Analytical,French
3384,Male,20,Literature,95,5,13,6,Medical Doctor,Empathy,English
3385,Female,18,Literature,57,1,22,1,Policy,Creativity,German
3386,Female,20,Arts,97,1,29,9,Law,Negotiation,Spanish
3387,Male,21,Literature,96,4,15,9,Project Management,Empathy,Spanish
3388,Male,20,Technology,68,1,25,5,Education,Research,French
3389,Female,21,Economy,83,4,29,4,Accountancy,Teamwork,Spanish
3390,Male,19,Arts,87,2,22,4,Arts,Communication,French
3391,Male,19,Literature,76,3,16,3,Project Management,Leadership,Chinese
3392,Male,24,Arts,98,4,16,4,Arts,Patience,Chinese
3393,Female,22,Technology,100,0,14,9,Law,Problem-solving,French
3394,Female,23,Technology,48,4,19,9,Medical Doctor,Teamwork,French
3395,Male,22,Economy,95,2,30,4,Education,Communication,Chinese
3396,Male,19,Technology,53,1,27,4,Project Management,Research,English
3397,Male,23,Science,43,4,15,3,Law,Decision-making,French
3398,Male,20,Literature,61,0,14,2,Accountancy,Analytical,Chinese
3399,Male,23,Technology,55,2,28,1,Project Management,Teamwork,Spanish
3400,Male,24,Economy,62,2,24,5,Project Management,Decision-making,English
3401,Male,20,Technology,57,3,18,10,Arts,Critical Thinking,Spanish
3402,Male,21,Economy,84,5,15,1,Arts,Problem-solving,German
3403,Male,20,Economy,97,5,16,6,Project Management,Time Management,English
3404,Male,24,Technology,62,5,22,1,Arts,Communication,English
3405,Female,18,Economy,89,2,19,3,Computer Science,Patience,Chinese
